iShares U.S. Financials ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jul 31, 2017"
Total Net Assets,"1,828,683,190.64"
Shares Outstanding,"16,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"CPT","CAMDEN PROPERTY TRUST REIT TRUST","Equity","0.16","89.70","33,257.00","2,983,152.90","2,983,152.90","Real Estate","2166320","US1331311027","New York Stock Exchange Inc."
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.16","202.89","14,235.00","2,888,139.15","2,888,139.15","Financials","B03Q9D0","US57060D1081","NASDAQ"
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.16","21.18","134,922.00","2,857,647.96","2,857,647.96","Financials","BYYHJL8","US00123Q1040","NASDAQ"
"SEIC","SEI INVESTMENTS","Equity","0.16","56.51","50,567.00","2,857,541.17","2,857,541.17","Financials","2793610","US7841171033","NASDAQ"
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.15","101.40","27,824.00","2,821,353.60","2,821,353.60","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Equity","0.15","37.94","74,287.00","2,818,448.78","2,818,448.78","Real Estate","BFPK4S5","US36467J1088","NASDAQ"
"SBNY","SIGNATURE BANK","Equity","0.15","138.58","20,301.00","2,813,312.58","2,813,312.58","Financials","B00JQL9","US82669G1040","NASDAQ"
"WPC","W. P. CAREY REIT INC","Equity","0.15","68.51","40,433.00","2,770,064.83","2,770,064.83","Real Estate","B826YT8","US92936U1097","New York Stock Exchange Inc."
"VOYA","VOYA FINANCIAL INC","Equity","0.15","39.24","70,362.00","2,761,004.88","2,761,004.88","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Equity","0.15","87.30","30,993.00","2,705,688.90","2,705,688.90","Real Estate","2563125","US29472R1086","New York Stock Exchange Inc."
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.15","45.55","59,372.00","2,704,394.60","2,704,394.60","Real Estate","2057059","US03748R1014","New York Stock Exchange Inc."
"CIT","CIT GROUP INC","Equity","0.14","47.65","54,962.00","2,618,939.30","2,618,939.30","Financials","B4Z73G0","US1255818015","New York Stock Exchange Inc."
"KRC","KILROY REALTY REIT CORP","Equity","0.14","69.41","37,316.00","2,590,103.56","2,590,103.56","Real Estate","2495529","US49427F1084","New York Stock Exchange Inc."
"MAC","MACERICH REIT","Equity","0.14","57.39","45,047.00","2,585,247.33","2,585,247.33","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"WRB","WR BERKLEY CORP","Equity","0.14","68.97","36,689.00","2,530,440.33","2,530,440.33","Financials","2093644","US0844231029","New York Stock Exchange Inc."
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.14","167.22","14,943.00","2,498,768.46","2,498,768.46","Financials","2329770","US3030751057","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP DS REP","Equity","0.13","13.13","185,465.00","2,435,155.45","2,435,155.45","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"ACC","AMERICAN CAMPUS COMMUNITIES REIT I","Equity","0.13","47.94","50,792.00","2,434,968.48","2,434,968.48","Real Estate","B02H871","US0248351001","New York Stock Exchange Inc."
"SUI","SUN COMMUNITIES REIT INC","Equity","0.13","89.01","26,870.00","2,391,698.70","2,391,698.70","Real Estate","2860257","US8666741041","New York Stock Exchange Inc."
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.13","31.59","74,448.00","2,351,812.32","2,351,812.32","Real Estate","2043274","US6819361006","New York Stock Exchange Inc."
"LPT","LIBERTY PROPERTY REIT TRUST","Equity","0.13","42.02","55,648.00","2,338,328.96","2,338,328.96","Real Estate","2513681","US5311721048","New York Stock Exchange Inc."
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.13","33.49","68,547.00","2,295,639.03","2,295,639.03","Financials","BYPZJQ6","JE00BYPZJM29","New York Stock Exchange Inc."
"LAZ","LAZARD LTD CLASS A","Equity","0.13","46.71","49,137.00","2,295,189.27","2,295,189.27","Financials","B081VQ7","BMG540501027","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.12","17.44","130,230.00","2,271,211.20","2,271,211.20","Financials","B1W41J2","US7127041058","NASDAQ"
"NNN","NATIONAL RETAIL PROPERTIES REIT IN","Equity","0.12","39.98","56,355.00","2,253,072.90","2,253,072.90","Real Estate","2211811","US6374171063","New York Stock Exchange Inc."
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Equity","0.12","70.57","31,553.00","2,226,695.21","2,226,695.21","Real Estate","BSPHGN6","US5128161099","NASDAQ"
"HTA","HEALTHCARE TRUST OF AMERICA REIT I","Equity","0.12","30.59","72,366.00","2,213,675.94","2,213,675.94","Real Estate","BT9QF28","US42225P5017","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.12","48.02","45,585.00","2,188,991.70","2,188,991.70","Financials","2619772","US6952631033","NASDAQ"
"AIZ","ASSURANT INC","Equity","0.12","105.27","20,730.00","2,182,247.10","2,182,247.10","Financials","2331430","US04621X1081","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.12","127.22","17,136.00","2,180,041.92","2,180,041.92","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"STWD","STARWOOD PROPERTY TRUST REIT INC","Equity","0.12","22.04","98,776.00","2,177,023.04","2,177,023.04","Financials","B3PQ520","US85571B1052","New York Stock Exchange Inc."
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.12","49.09","43,457.00","2,133,304.13","2,133,304.13","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"DEI","DOUGLAS EMMETT REIT INC","Equity","0.12","38.26","55,499.00","2,123,391.74","2,123,391.74","Real Estate","B1G3M58","US25960P1093","New York Stock Exchange Inc."
"AGO","ASSURED GUARANTY LTD","Equity","0.11","45.01","46,190.00","2,079,011.90","2,079,011.90","Financials","B00V7H8","BMG0585R1060","New York Stock Exchange Inc."
"AXS","AXIS CAPITAL HOLDINGS LTD","Equity","0.11","64.58","32,051.00","2,069,853.58","2,069,853.58","Financials","2677606","BMG0692U1099","New York Stock Exchange Inc."
"AMH","AMERICAN HOMES RENT REIT CLASS A","Equity","0.11","23.01","88,800.00","2,043,288.00","2,043,288.00","Real Estate","BCF5RR9","US02665T3068","New York Stock Exchange Inc."
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.11","48.41","42,070.00","2,036,608.70","2,036,608.70","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"FCEA","FOREST CITY REALTY REIT INC TRUST","Equity","0.11","24.38","83,225.00","2,029,025.50","2,029,025.50","Real Estate","BD8Q486","US3456051099","New York Stock Exchange Inc."
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.11","43.48","46,330.00","2,014,428.40","2,014,428.40","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.11","51.52","38,836.00","2,000,830.72","2,000,830.72","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"OZRK","BANK OF OZARKS","Equity","0.11","43.15","45,882.00","1,979,808.30","1,979,808.30","Financials","2085856","US0639041062","NASDAQ"
"NRZ","NEW RESIDENTIAL INVESTMENT REIT CO","Equity","0.11","17.00","116,282.00","1,976,794.00","1,976,794.00","Financials","BRJ9GW0","US64828T2015","New York Stock Exchange Inc."
"CFR","CULLEN FROST BANKERS INC","Equity","0.11","90.78","21,655.00","1,965,840.90","1,965,840.90","Financials","2239556","US2298991090","New York Stock Exchange Inc."
"DCT","DCT INDUSTRIAL TRUST REIT INC TRUS","Equity","0.11","56.34","34,835.00","1,962,603.90","1,962,603.90","Real Estate","BRWPYN2","US2331532042","New York Stock Exchange Inc."
