iShares U.S. Financials ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jan 31, 2018"
Total Net Assets,"2,170,510,233.38"
Shares Outstanding,"17,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.19","83.48","51,042.00","4,260,986.16","4,260,986.16","Real Estate","B02HWR9","US30225T1025","New York Stock Exchange Inc."
"RGA","REINSURANCE GROUP OF AMERICA INC","Equity","0.18","156.65","25,811.00","4,043,293.15","4,043,293.15","Financials","2731193","US7593516047","New York Stock Exchange Inc."
"SLG","SL GREEN REALTY REIT CORP","Equity","0.18","100.52","39,808.00","4,001,500.16","4,001,500.16","Real Estate","2096847","US78440X1019","New York Stock Exchange Inc."
"IRM","IRON MOUNTAIN INC","Equity","0.18","35.03","113,708.00","3,983,191.24","3,983,191.24","Real Estate","BVFTF03","US46284V1017","New York Stock Exchange Inc."
"UDR","UDR REIT INC","Equity","0.18","36.53","108,533.00","3,964,710.49","3,964,710.49","Real Estate","2727910","US9026531049","New York Stock Exchange Inc."
"TMK","TORCHMARK CORP","Equity","0.18","90.85","43,545.00","3,956,063.25","3,956,063.25","Financials","2896713","US8910271043","New York Stock Exchange Inc."
"SEIC","SEI INVESTMENTS","Equity","0.18","75.15","52,457.00","3,942,143.55","3,942,143.55","Financials","2793610","US7841171033","NASDAQ"
"WU","WESTERN UNION","Equity","0.17","20.79","186,314.00","3,873,468.06","3,873,468.06","Information Technology","B1F76F9","US9598021098","New York Stock Exchange Inc."
"EWBC","EAST WEST BANCORP INC","Equity","0.17","65.91","58,588.00","3,861,535.08","3,861,535.08","Financials","2487407","US27579R1041","NASDAQ"
"XL","XL GROUP LTD","Equity","0.17","36.84","103,953.00","3,829,628.52","3,829,628.52","Financials","BD95VZ8","BMG982941046","New York Stock Exchange Inc."
"RE","EVEREST RE GROUP LTD","Equity","0.17","229.80","16,642.00","3,824,331.60","3,824,331.60","Financials","2556868","BMG3223R1088","New York Stock Exchange Inc."
"DRE","DUKE REALTY REIT CORP","Equity","0.17","26.41","144,522.00","3,816,826.02","3,816,826.02","Real Estate","2284084","US2644115055","New York Stock Exchange Inc."
"NDAQ","NASDAQ INC","Equity","0.17","80.91","47,133.00","3,813,531.03","3,813,531.03","Financials","2965107","US6311031081","NASDAQ"
"VOYA","VOYA FINANCIAL INC","Equity","0.17","51.91","72,785.00","3,778,269.35","3,778,269.35","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"REG","REGENCY CENTERS REIT CORP","Equity","0.17","62.91","60,018.00","3,775,732.38","3,775,732.38","Real Estate","2726177","US7588491032","New York Stock Exchange Inc."
"Y","ALLEGHANY CORP","Equity","0.16","627.70","5,724.00","3,592,954.80","3,592,954.80","Financials","2016801","US0171751003","New York Stock Exchange Inc."
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Equity","0.16","120.80","29,452.00","3,557,801.60","3,557,801.60","Real Estate","2333931","US3137472060","New York Stock Exchange Inc."
"SBNY","SIGNATURE BANK","Equity","0.15","154.00","21,791.00","3,355,814.00","3,355,814.00","Financials","B00JQL9","US82669G1040","NASDAQ"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.15","1.00","3,274,018.00","3,274,017.76","3,274,017.76","Cash and/or Derivatives","-","US0669224778","-"
"CPT","CAMDEN PROPERTY TRUST REIT TRUST","Equity","0.15","86.56","37,644.00","3,258,464.64","3,258,464.64","Real Estate","2166320","US1331311027","New York Stock Exchange Inc."
"FDS","FACTSET RESEARCH SYSTEMS INC","Equity","0.14","200.69","15,883.00","3,187,559.27","3,187,559.27","Financials","2329770","US3030751057","New York Stock Exchange Inc."
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.14","113.34","27,923.00","3,164,792.82","3,164,792.82","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"LAZ","LAZARD LTD CLASS A","Equity","0.14","58.57","52,733.00","3,088,571.81","3,088,571.81","Financials","B081VQ7","BMG540501027","New York Stock Exchange Inc."
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Equity","0.14","86.32","35,722.00","3,083,523.04","3,083,523.04","Real Estate","2563125","US29472R1086","New York Stock Exchange Inc."
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.14","196.21","15,264.00","2,994,949.44","2,994,949.44","Financials","B03Q9D0","US57060D1081","NASDAQ"
"AGNC","AGNC INVESTMENT REIT CORP","Equity","0.13","18.79","159,063.00","2,988,793.77","2,988,793.77","Financials","BYYHJL8","US00123Q1040","NASDAQ"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Equity","0.13","36.44","81,177.00","2,958,089.88","2,958,089.88","Real Estate","BFPK4S5","US36467J1088","NASDAQ"
"JHG","JANUS HENDERSON GROUP PLC","Equity","0.13","39.38","73,350.00","2,888,523.00","2,888,523.00","Financials","BYPZJQ6","JE00BYPZJM29","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.13","156.35","18,448.00","2,884,344.80","2,884,344.80","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"SUI","SUN COMMUNITIES REIT INC","Equity","0.13","88.84","32,273.00","2,867,133.32","2,867,133.32","Real Estate","2860257","US8666741041","New York Stock Exchange Inc."
"WRB","WR BERKLEY CORP","Equity","0.13","72.98","39,158.00","2,857,750.84","2,857,750.84","Financials","2093644","US0844231029","New York Stock Exchange Inc."
"KRC","KILROY REALTY REIT CORP","Equity","0.13","71.32","40,018.00","2,854,083.76","2,854,083.76","Real Estate","2495529","US49427F1084","New York Stock Exchange Inc."
"VER","VEREIT INC","Equity","0.13","7.20","395,772.00","2,849,558.40","2,849,558.40","Real Estate","BYVVTJ1","US92339V1008","New York Stock Exchange Inc."
"MAC","MACERICH REIT","Equity","0.13","64.57","44,086.00","2,846,633.02","2,846,633.02","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP DS REP","Equity","0.13","14.16","199,117.00","2,819,496.72","2,819,496.72","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"WPC","W. P. CAREY REIT INC","Equity","0.13","64.81","43,474.00","2,817,549.94","2,817,549.94","Real Estate","B826YT8","US92936U1097","New York Stock Exchange Inc."
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.13","57.80","48,018.00","2,775,440.40","2,775,440.40","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.13","19.67","140,878.00","2,771,070.26","2,771,070.26","Financials","B1W41J2","US7127041058","NASDAQ"
"KIM","KIMCO REALTY REIT CORP","Equity","0.12","15.91","173,097.00","2,753,973.27","2,753,973.27","Real Estate","2491594","US49446R1095","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.12","52.43","52,469.00","2,750,949.67","2,750,949.67","Financials","2619772","US6952631033","NASDAQ"
"CIT","CIT GROUP INC","Equity","0.12","50.69","53,492.00","2,711,509.48","2,711,509.48","Financials","B4Z73G0","US1255818015","New York Stock Exchange Inc."
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.12","41.84","63,918.00","2,674,329.12","2,674,329.12","Real Estate","2057059","US03748R1014","New York Stock Exchange Inc."
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.12","59.07","44,601.00","2,634,581.07","2,634,581.07","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"FHN","FIRST HORIZON NATIONAL CORP","Equity","0.12","19.86","132,100.00","2,623,506.00","2,623,506.00","Financials","2341484","US3205171057","New York Stock Exchange Inc."
"FCEA","FOREST CITY REALTY REIT INC TRUST","Equity","0.12","23.47","108,625.00","2,549,428.75","2,549,428.75","Real Estate","BD8Q486","US3456051099","New York Stock Exchange Inc."
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.11","64.26","39,040.00","2,508,710.40","2,508,710.40","Financials","BF429K9","US10922N1037","NASDAQ"
"CFR","CULLEN FROST BANKERS INC","Equity","0.11","106.41","23,477.00","2,498,187.57","2,498,187.57","Financials","2239556","US2298991090","New York Stock Exchange Inc."
"LPT","LIBERTY PROPERTY REIT TRUST","Equity","0.11","41.41","60,046.00","2,486,504.86","2,486,504.86","Real Estate","2513681","US5311721048","New York Stock Exchange Inc."
"BRO","BROWN & BROWN INC","Equity","0.11","52.48","47,170.00","2,475,481.60","2,475,481.60","Financials","2692687","US1152361010","New York Stock Exchange Inc."
"OZRK","BANK OF OZARKS","Equity","0.11","49.95","49,468.00","2,470,926.60","2,470,926.60","Financials","2085856","US0639041062","NASDAQ"
"DEI","DOUGLAS EMMETT REIT INC","Equity","0.11","38.67","63,706.00","2,463,511.02","2,463,511.02","Real Estate","B1G3M58","US25960P1093","New York Stock Exchange Inc."
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Equity","0.11","72.00","34,213.00","2,463,336.00","2,463,336.00","Real Estate","BSPHGN6","US5128161099","NASDAQ"
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.11","50.39","48,820.00","2,460,039.80","2,460,039.80","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"NNN","NATIONAL RETAIL PROPERTIES REIT IN","Equity","0.11","39.68","61,976.00","2,459,207.68","2,459,207.68","Real Estate","2211811","US6374171063","New York Stock Exchange Inc."
"WAL","WESTERN ALLIANCE","Equity","0.10","58.66","39,607.00","2,323,346.62","2,323,346.62","Financials","B0CCGJ4","US9576381092","New York Stock Exchange Inc."
"HTA","HEALTHCARE TRUST OF AMERICA REIT I","Equity","0.10","27.61","83,624.00","2,308,858.64","2,308,858.64","Real Estate","BT9QF28","US42225P5017","New York Stock Exchange Inc."
